drug_key,condition_key,drug_label,condition_label,n_trials,phase_breakdown,sponsors,tickers,all_n_trials,all_n_scored,all_weighted_score,all_mean_score,all_pooled_drug_rate,all_drug_at_risk_total,all_drug_affected_total,pivotal_n_trials,pivotal_n_scored,pivotal_weighted_score,pivotal_mean_score,pivotal_pooled_drug_rate,pivotal_drug_at_risk_total,pivotal_drug_affected_total
raw:ad26.zikv.001 5*10^10 vp,raw:healthy,Ad26.ZIKV.001 5*10^10 vp,Healthy,1,1 P1,Janssen Vaccines & Prevention B.V.,JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:adalimumab delivered in current autoinjector,mesh:D001168,Adalimumab delivered in current autoinjector,Arthritis,1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,0.0,246,0,0,0,,,,0,0
raw:adalimumab delivered in current autoinjector,mesh:D001172,Adalimumab delivered in current autoinjector,"Arthritis, Rheumatoid",1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,0.0,246,0,0,0,,,,0,0
raw:adalimumab delivered in current syringe,mesh:D001168,Adalimumab delivered in current syringe,Arthritis,1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,0.0,246,0,0,0,,,,0,0
raw:adalimumab delivered in current syringe,mesh:D001172,Adalimumab delivered in current syringe,"Arthritis, Rheumatoid",1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,0.0,246,0,0,0,,,,0,0
raw:adalimumab delivered in physiolis autoinjector,mesh:D001168,Adalimumab delivered in Physiolis autoinjector,Arthritis,1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,0.0,246,0,0,0,,,,0,0
raw:adalimumab delivered in physiolis autoinjector,mesh:D001172,Adalimumab delivered in Physiolis autoinjector,"Arthritis, Rheumatoid",1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,0.0,246,0,0,0,,,,0,0
raw:adalimumab delivered in physiolis syringe,mesh:D001168,Adalimumab delivered in Physiolis syringe,Arthritis,1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,0.0,246,0,0,0,,,,0,0
raw:adalimumab delivered in physiolis syringe,mesh:D001172,Adalimumab delivered in Physiolis syringe,"Arthritis, Rheumatoid",1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,0.0,246,0,0,0,,,,0,0
raw:adaptive optics system (ao),"raw:vision, ocular",Adaptive Optics System (AO),"Vision, Ocular",1,1 ?,"Johnson & Johnson Vision Care, Inc.",JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:adenovirus serotype 26 (ad26)-based respiratory syncytial virus (rsv). pref,raw:lower respiratory tract disease,Adenovirus serotype 26 (Ad26)-based respiratory syncytial virus (RSV). preF,Lower Respiratory Tract Disease,1,1 P3,Janssen Vaccines & Prevention B.V.,JNJ,1,1,-0.00422733356593,-0.00422733356593,0.050392004309055,16709,842,1,1,-0.00422733356593,-0.00422733356593,0.050392004309055,16709,842
raw:adenovirus serotype 26 (ad26)-based respiratory syncytial virus (rsv). pref,raw:respiratory syncytial viruses,Adenovirus serotype 26 (Ad26)-based respiratory syncytial virus (RSV). preF,Respiratory Syncytial Viruses,1,1 P3,Janssen Vaccines & Prevention B.V.,JNJ,1,1,-0.00422733356593,-0.00422733356593,0.050392004309055,16709,842,1,1,-0.00422733356593,-0.00422733356593,0.050392004309055,16709,842
raw:adherence counseling,mesh:D055118,Adherence Counseling,Medication Adherence,1,1 ?,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:adhesive bandage #1,raw:healthy volunteers,ADHESIVE BANDAGE #1,Healthy Volunteers,1,1 ?,Johnson & Johnson Consumer Inc. (J&JCI),JNJ,1,0,,,0.0,35,0,0,0,,,,0,0
raw:adhesive bandage #2,raw:healthy volunteers,ADHESIVE BANDAGE #2,Healthy Volunteers,1,1 ?,Johnson & Johnson Consumer Inc. (J&JCI),JNJ,1,0,,,0.0,35,0,0,0,,,,0,0
raw:adhesive bandage #3,raw:healthy volunteers,ADHESIVE BANDAGE #3,Healthy Volunteers,1,1 ?,Johnson & Johnson Consumer Inc. (J&JCI),JNJ,1,0,,,0.0,35,0,0,0,,,,0,0
raw:admilparant,raw:healthy participants,Admilparant,Healthy Participants,1,1 P1,Bristol-Myers Squibb,BMY,1,0,,,,0,0,0,0,,,,0,0
raw:adp receptor inhibitors,mesh:D054058,ADP receptor inhibitors,Acute Coronary Syndrome,1,1 ?,Eli Lilly and Company,LLY,1,0,,,0.27697726544988793,3123,865,0,0,,,,0,0
raw:adult cancer patients,mesh:D000740,Adult Cancer Patients,Anemia,2,2 ?,"Janssen-Cilag Ltd.,Thailand",JNJ,2,0,,,,0,0,0,0,,,,0,0
raw:adult cancer patients,mesh:D009369,Adult Cancer Patients,Neoplasms,2,2 ?,"Janssen-Cilag Ltd.,Thailand",JNJ,2,0,,,,0,0,0,0,,,,0,0
raw:agg-523,mesh:D010003,AGG-523,Osteoarthritis,2,2 P1,Wyeth is now a wholly owned subsidiary of Pfizer,PFE,2,0,,,,0,0,0,0,,,,0,0
raw:agg-523,raw:healthy,AGG-523,Healthy,1,1 P1,Wyeth is now a wholly owned subsidiary of Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:agg-523 (aggrecanase inhibitor),mesh:D001168,AGG-523 (Aggrecanase Inhibitor),Arthritis,1,1 P1,Wyeth is now a wholly owned subsidiary of Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:agg-523 (aggrecanase inhibitor),mesh:D010003,AGG-523 (Aggrecanase Inhibitor),Osteoarthritis,1,1 P1,Wyeth is now a wholly owned subsidiary of Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:agn 203818,mesh:D003929,AGN 203818,Diabetic Neuropathies,3,3 P2,Allergan,ABBV,3,0,,,,0,0,0,0,,,,0,0
raw:agn-151586,raw:glabellar lines,AGN-151586,Glabellar Lines,5,"4 P3, 1 P2","AbbVie, Allergan",ABBV,5,3,0.0011818022957601837,0.0011104828098897335,0.0033112582781456954,1510,5,4,2,0.0014288950672074025,0.0016657242148346001,0.003671071953010279,1362,5
raw:agn-151586,raw:moderate to severe glabellar lines,AGN-151586,Moderate to Severe Glabellar Lines,1,1 P1,AbbVie,ABBV,1,0,,,,0,0,0,0,,,,0,0
raw:agn-151597,mesh:D012174,AGN-151597,Retinitis Pigmentosa,1,1 P2,AbbVie,ABBV,1,0,,,0.14285714285714285,14,2,0,0,,,,0,0
raw:agn-151607,raw:post-operative atrial fibrillation,AGN-151607,Post-Operative Atrial Fibrillation,1,1 P2,AbbVie,ABBV,1,1,-0.0344459279038718,-0.0344459279038718,0.308411214953271,214,66,0,0,,,,0,0
raw:agn-190168 formulation 1,mesh:D000152,AGN-190168 Formulation 1,Acne Vulgaris,1,1 P1,Allergan,ABBV,1,0,,,,0,0,0,0,,,,0,0
raw:agn-190168 formulation 2,mesh:D000152,AGN-190168 Formulation 2,Acne Vulgaris,1,1 P1,Allergan,ABBV,1,0,,,,0,0,0,0,,,,0,0
raw:agn-190584,mesh:D011305,AGN-190584,Presbyopia,1,1 P2,Allergan,ABBV,1,0,,,0.0,65,0,0,0,,,,0,0
raw:agn-190584 ophthalmic solution,mesh:D011305,AGN-190584 ophthalmic solution,Presbyopia,2,2 P2,Allergan,ABBV,2,0,,,0.009615384615384616,312,3,0,0,,,,0,0
raw:agn-190584 vehicle,mesh:D011305,AGN-190584 Vehicle,Presbyopia,2,2 P2,Allergan,ABBV,2,0,,,0.009615384615384616,312,3,0,0,,,,0,0
raw:agn-195263 0.01%,mesh:D000080343,AGN-195263 0.01%,Meibomian Gland Dysfunction,1,1 P2,Allergan,ABBV,1,0,,,0.034482758620689655,232,8,0,0,,,,0,0
raw:agn-195263 0.03%,mesh:D000080343,AGN-195263 0.03%,Meibomian Gland Dysfunction,1,1 P2,Allergan,ABBV,1,0,,,0.034482758620689655,232,8,0,0,,,,0,0
raw:agn-195263 0.1%,mesh:D000080343,AGN-195263 0.1%,Meibomian Gland Dysfunction,1,1 P2,Allergan,ABBV,1,0,,,0.034482758620689655,232,8,0,0,,,,0,0
raw:agn-195263 vehicle,mesh:D000080343,AGN-195263 Vehicle,Meibomian Gland Dysfunction,1,1 P2,Allergan,ABBV,1,0,,,0.034482758620689655,232,8,0,0,,,,0,0
raw:agn-199201,mesh:D004890,AGN-199201,Erythema,1,1 P3,Allergan,ABBV,1,0,,,0.00909090909090909,440,4,1,0,,,0.00909090909090909,440,4
raw:agn-199201,mesh:D011305,AGN-199201,Presbyopia,1,1 P2,Allergan,ABBV,1,0,,,0.0,65,0,0,0,,,,0,0
raw:agn-199201,mesh:D012393,AGN-199201,Rosacea,1,1 P3,Allergan,ABBV,1,0,,,0.00909090909090909,440,4,1,0,,,0.00909090909090909,440,4
raw:agn-199201 + agn-190584 combination,mesh:D011305,AGN-199201 + AGN-190584 Combination,Presbyopia,1,1 P2,Allergan,ABBV,1,0,,,0.018633540372670808,161,3,0,0,,,,0,0
raw:agn-199201 dose a,mesh:D004890,AGN-199201 Dose A,Erythema,1,1 P2,Allergan,ABBV,1,0,,,0.008426966292134831,356,3,0,0,,,,0,0
raw:agn-199201 dose a,mesh:D012393,AGN-199201 Dose A,Rosacea,1,1 P2,Allergan,ABBV,1,0,,,0.008426966292134831,356,3,0,0,,,,0,0
raw:agn-199201 dose b,mesh:D004890,AGN-199201 Dose B,Erythema,1,1 P2,Allergan,ABBV,1,0,,,0.008426966292134831,356,3,0,0,,,,0,0
raw:agn-199201 dose b,mesh:D012393,AGN-199201 Dose B,Rosacea,1,1 P2,Allergan,ABBV,1,0,,,0.008426966292134831,356,3,0,0,,,,0,0
raw:agn-199201 dose c,mesh:D004890,AGN-199201 Dose C,Erythema,1,1 P2,Allergan,ABBV,1,0,,,0.008426966292134831,356,3,0,0,,,,0,0
raw:agn-199201 dose c,mesh:D012393,AGN-199201 Dose C,Rosacea,1,1 P2,Allergan,ABBV,1,0,,,0.008426966292134831,356,3,0,0,,,,0,0
raw:agn-199201 formulation a,mesh:D004890,AGN-199201 Formulation A,Erythema,1,1 P1,Allergan,ABBV,1,0,,,0.0,64,0,0,0,,,,0,0
raw:agn-199201 formulation a,mesh:D012393,AGN-199201 Formulation A,Rosacea,1,1 P1,Allergan,ABBV,1,0,,,0.0,64,0,0,0,,,,0,0
raw:agn-199201 formulation b,mesh:D004890,AGN-199201 Formulation B,Erythema,1,1 P1,Allergan,ABBV,1,0,,,0.0,64,0,0,0,,,,0,0
raw:agn-199201 formulation b,mesh:D012393,AGN-199201 Formulation B,Rosacea,1,1 P1,Allergan,ABBV,1,0,,,0.0,64,0,0,0,,,,0,0
raw:agn-199201 formulation c,mesh:D004890,AGN-199201 Formulation C,Erythema,1,1 P1,Allergan,ABBV,1,0,,,0.0,64,0,0,0,,,,0,0
raw:agn-199201 formulation c,mesh:D012393,AGN-199201 Formulation C,Rosacea,1,1 P1,Allergan,ABBV,1,0,,,0.0,64,0,0,0,,,,0,0
raw:agn-199201 ophthalmic solution,mesh:D011305,AGN-199201 ophthalmic solution,Presbyopia,2,2 P2,Allergan,ABBV,2,0,,,0.009615384615384616,312,3,0,0,,,,0,0
raw:agn-199201 vehicle,mesh:D004890,AGN-199201 Vehicle,Erythema,2,"1 P2, 1 P1",Allergan,ABBV,2,0,,,0.007142857142857143,420,3,0,0,,,,0,0
raw:agn-199201 vehicle,mesh:D011305,AGN-199201 Vehicle,Presbyopia,3,3 P2,Allergan,ABBV,3,0,,,0.007957559681697613,377,3,0,0,,,,0,0
raw:agn-199201 vehicle,mesh:D012393,AGN-199201 Vehicle,Rosacea,2,"1 P2, 1 P1",Allergan,ABBV,2,0,,,0.007142857142857143,420,3,0,0,,,,0,0
raw:agn-207281 ophthalmic solutions (0.1% and 0.3%); agn-207281 vehicle ophthalmic solution (placebo),mesh:D005902,AGN-207281 ophthalmic solutions (0.1% and 0.3%); AGN-207281 vehicle ophthalmic solution (placebo),"Glaucoma, Open-Angle",1,1 P1,Allergan,ABBV,1,1,0.0,0.0,0.0,40,0,0,0,,,,0,0
raw:agn-207281 ophthalmic solutions (0.1% and 0.3%); agn-207281 vehicle ophthalmic solution (placebo),mesh:D009798,AGN-207281 ophthalmic solutions (0.1% and 0.3%); AGN-207281 vehicle ophthalmic solution (placebo),Ocular Hypertension,1,1 P1,Allergan,ABBV,1,1,0.0,0.0,0.0,40,0,0,0,,,,0,0
raw:agn-207281 vehicle ophthalmic solution (placebo),mesh:D005902,AGN-207281 vehicle ophthalmic solution (Placebo),"Glaucoma, Open-Angle",1,1 P1,Allergan,ABBV,1,1,0.0,0.0,0.0,40,0,0,0,,,,0,0
raw:agn-207281 vehicle ophthalmic solution (placebo),mesh:D009798,AGN-207281 vehicle ophthalmic solution (Placebo),Ocular Hypertension,1,1 P1,Allergan,ABBV,1,1,0.0,0.0,0.0,40,0,0,0,,,,0,0
raw:agn-214868,mesh:D051474,AGN-214868,"Neuralgia, Postherpetic",1,1 P2,Allergan,ABBV,1,0,,,0.030357142857142857,560,17,0,0,,,,0,0
raw:agn-214868,mesh:D053201,AGN-214868,"Urinary Bladder, Overactive",1,1 P2,Allergan,ABBV,1,1,0.0442573988596253,0.0442573988596253,0.07874015748031496,127,10,0,0,,,,0,0
raw:agn-214868 placebo,mesh:D053201,AGN-214868 placebo,"Urinary Bladder, Overactive",1,1 P2,Allergan,ABBV,1,1,0.0442573988596253,0.0442573988596253,0.07874015748031496,127,10,0,0,,,,0,0
raw:agn-223575 formulation a,raw:healthy volunteers,AGN-223575 Formulation A,Healthy Volunteers,1,1 P1,Allergan,ABBV,1,0,,,0.0,51,0,0,0,,,,0,0
raw:agn-223575 formulation b,raw:healthy volunteers,AGN-223575 Formulation B,Healthy Volunteers,1,1 P1,Allergan,ABBV,1,0,,,0.0,51,0,0,0,,,,0,0
raw:agn-223575 formulation c,raw:healthy volunteers,AGN-223575 Formulation C,Healthy Volunteers,1,1 P1,Allergan,ABBV,1,0,,,0.0,51,0,0,0,,,,0,0
raw:agn-223575 ophthalmic solution,mesh:D015352,AGN-223575 ophthalmic solution,Dry Eye Syndromes,1,1 P2,Allergan,ABBV,1,0,,,0.012711864406779662,236,3,0,0,,,,0,0
raw:agn-223575 vehicle,raw:healthy volunteers,AGN-223575 Vehicle,Healthy Volunteers,1,1 P1,Allergan,ABBV,1,0,,,0.0,51,0,0,0,,,,0,0
raw:agn-223575 vehicle ophthalmic solution,mesh:D015352,AGN-223575 vehicle ophthalmic solution,Dry Eye Syndromes,1,1 P2,Allergan,ABBV,1,0,,,0.012711864406779662,236,3,0,0,,,,0,0
raw:agn-229666,mesh:D003233,AGN-229666,"Conjunctivitis, Allergic",2,"1 P3, 1 P2",Allergan,ABBV,2,0,,,0.0,230,0,1,0,,,0.0,140,0
raw:agn-232411,mesh:D015352,AGN-232411,Dry Eye Syndromes,1,1 P1,Allergan,ABBV,1,0,,,,0,0,0,0,,,,0,0
raw:agn-232411 vehicle,mesh:D015352,AGN-232411 Vehicle,Dry Eye Syndromes,1,1 P1,Allergan,ABBV,1,0,,,,0,0,0,0,,,,0,0
raw:agn211745,mesh:D008268,AGN211745,Macular Degeneration,6,6 P2,Allergan,ABBV,6,0,,,,0,0,0,0,,,,0,0
raw:agn211745,mesh:D020256,AGN211745,Choroidal Neovascularization,6,6 P2,Allergan,ABBV,6,0,,,,0,0,0,0,,,,0,0
raw:ai,raw:healthy volunteer,AI,Healthy Volunteer,1,1 P1,Biogen,BIIB,1,0,,,,0,0,0,0,,,,0,0
raw:air optix® aqua,raw:visual performance,AIR OPTIX® AQUA,Visual Performance,1,1 ?,"Johnson & Johnson Vision Care, Inc.",JNJ,1,0,,,0.0,126,0,0,0,,,,0,0
raw:air optix® multifocal contact lenses plus hydraglyde®,raw:visual acuity,Air Optix® Multifocal Contact Lenses Plus HydraGlyde®,Visual Acuity,1,1 ?,"Johnson & Johnson Vision Care, Inc.",JNJ,1,0,,,0.0,82,0,0,0,,,,0,0
raw:al(oh)3,raw:influenza prevention,Al(OH)3,Influenza Prevention,1,1 P2,Janssen Vaccines & Prevention B.V.,JNJ,1,1,0.02,0.02,0.02,100,2,0,0,,,,0,0
raw:alia-1758,mesh:D000544,ALIA-1758,Alzheimer Disease,1,1 P1,AbbVie,ABBV,1,0,,,,0,0,0,0,,,,0,0
raw:alks 8700,mesh:D009103,ALKS 8700,Multiple Sclerosis,1,1 P3,Biogen,BIIB,1,0,,,0.11636707663197729,1057,123,1,0,,,0.11636707663197729,1057,123
raw:alks 8700,mesh:D020529,ALKS 8700,"Multiple Sclerosis, Relapsing-Remitting",1,1 P3,Biogen,BIIB,1,0,,,0.11636707663197729,1057,123,1,0,,,0.11636707663197729,1057,123
raw:allergic skin reaction (asr) testing and skin blister induction,mesh:D001249,Allergic Skin Reaction (ASR) Testing and Skin Blister Induction,Asthma,1,1 P1,"Janssen Research & Development, LLC",JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:allergic skin reaction (asr) testing and skin blister induction,mesh:D001768,Allergic Skin Reaction (ASR) Testing and Skin Blister Induction,Blister,1,1 P1,"Janssen Research & Development, LLC",JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:allergic skin reaction (asr) testing and skin blister induction,mesh:D003876,Allergic Skin Reaction (ASR) Testing and Skin Blister Induction,"Dermatitis, Atopic",1,1 P1,"Janssen Research & Development, LLC",JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:aln-apoc3,mesh:D050171,ALN-APOC3,Dyslipidemias,1,1 P1,Regeneron Pharmaceuticals,REGN,1,0,,,,0,0,0,0,,,,0,0
raw:aln-pnp,mesh:D065626,ALN-PNP,Non-alcoholic Fatty Liver Disease,1,1 P1,Regeneron Pharmaceuticals,REGN,1,0,,,,0,0,0,0,,,,0,0
raw:alo-02 weight-matched placebo,mesh:D000076064,ALO-02 weight-matched placebo,Drug Misuse,1,1 P1,Pfizer,PFE,1,1,0.0,0.0,0.0,152,0,0,0,,,,0,0
raw:alo-02 weight-matched placebo,mesh:D009293,ALO-02 weight-matched placebo,Opioid-Related Disorders,1,1 P1,Pfizer,PFE,1,1,0.0,0.0,0.0,152,0,0,0,,,,0,0
raw:alo-02 weight-matched placebo,mesh:D059350,ALO-02 weight-matched placebo,Chronic Pain,1,1 P1,Pfizer,PFE,1,1,0.0,0.0,0.0,152,0,0,0,,,,0,0
raw:aloe vera/tocopherol/zinc oxide cream,mesh:D003963,Aloe Vera/Tocopherol/Zinc Oxide Cream,Diaper Rash,1,1 P4,Johnson & Johnson Consumer and Personal Products Worldwide,JNJ,1,0,,,,0,0,1,0,,,,0,0
raw:alphafilcon a toric,mesh:D001251,alphafilcon A toric,Astigmatism,2,2 ?,"Johnson & Johnson Vision Care, Inc.",JNJ,2,0,,,0.0,288,0,0,0,,,,0,0
raw:alphafilcon a toric,mesh:D010549,alphafilcon A toric,Personal Satisfaction,2,2 ?,"Johnson & Johnson Vision Care, Inc.",JNJ,2,0,,,0.0,288,0,0,0,,,,0,0
raw:alphafilcon a toric,mesh:D012030,alphafilcon A toric,Refractive Errors,2,2 ?,"Johnson & Johnson Vision Care, Inc.",JNJ,2,0,,,0.0,237,0,0,0,,,,0,0
raw:alvircept sudotox,mesh:D000163,Alvircept sudotox,Acquired Immunodeficiency Syndrome,1,1 P1,Pharmacia and Upjohn,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:alvircept sudotox,mesh:D000386,Alvircept sudotox,AIDS-Related Complex,1,1 P1,Pharmacia and Upjohn,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:alvircept sudotox,mesh:D015658,Alvircept sudotox,HIV Infections,1,1 P1,Pharmacia and Upjohn,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:american taxotere®,mesh:D009369,American Taxotere®,Neoplasms,1,1 P1,"Hospira, now a wholly owned subsidiary of Pfizer",PFE,1,0,,,,0,0,0,0,,,,0,0
raw:amino acid based infant formula,raw:fecal microbiota,Amino acid based infant formula,Fecal Microbiota,1,1 ?,Mead Johnson Nutrition,JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:amlodipine - reference,raw:healthy volunteers,Amlodipine - reference,Healthy Volunteers,2,2 P1,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,PFE,2,0,,,0.0,82,0,0,0,,,,0,0
raw:amlodipine odt - test,raw:healthy volunteers,Amlodipine ODT - test,Healthy Volunteers,3,3 P1,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,PFE,3,0,,,0.0,136,0,0,0,,,,0,0
raw:amoxiclav 1000 mg,mesh:D015523,Amoxiclav 1000 mg,Maxillary Sinusitis,1,1 ?,Pfizer,PFE,1,0,,,0.0,123,0,0,0,,,,0,0
raw:an investigational infant formula containing a probiotic source,raw:growth of term infants,An investigational infant formula containing a probiotic source,Growth of Term Infants,1,1 ?,Mead Johnson Nutrition,JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:an investigational infant formula containing an alternate source of dha,raw:growth of term infants,An investigational infant formula containing an alternate source of DHA,Growth of Term Infants,1,1 ?,Mead Johnson Nutrition,JNJ,1,0,,,,0,0,0,0,,,,0,0
"raw:an2690 solution, 5.0%",mesh:D014009,"AN2690 Solution, 5.0%",Onychomycosis,2,2 P2,Pfizer,PFE,2,0,,,0.034482758620689655,29,1,0,0,,,,0,0
"raw:an2690 solution, 7.5%",mesh:D014009,"AN2690 Solution, 7.5%",Onychomycosis,1,1 P2,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:an2728 cream vehicle,mesh:D011565,AN2728 Cream Vehicle,Psoriasis,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
"raw:an2728 cream, 0.3%",mesh:D011565,"AN2728 Cream, 0.3%",Psoriasis,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
"raw:an2728 cream, 1%",mesh:D011565,"AN2728 Cream, 1%",Psoriasis,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
"raw:an2728 cream, 2%",mesh:D011565,"AN2728 Cream, 2%",Psoriasis,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:an2728 ointment vehicle,mesh:D003876,AN2728 ointment vehicle,"Dermatitis, Atopic",1,1 P2,Pfizer,PFE,1,0,,,0.0,46,0,0,0,,,,0,0
raw:an2728 ointment vehicle,mesh:D011565,AN2728 Ointment Vehicle,Psoriasis,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
"raw:an2728 ointment, 0.5%",mesh:D011565,"AN2728 Ointment, 0.5%",Psoriasis,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
"raw:an2728 ointment, 2%",mesh:D003876,"AN2728 ointment, 2%","Dermatitis, Atopic",1,1 P2,Pfizer,PFE,1,0,,,0.0,46,0,0,0,,,,0,0
"raw:an2728 ointment, 2%",mesh:D011565,"AN2728 Ointment, 2%",Psoriasis,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
"raw:an2728 ointment, 5%",mesh:D011565,"AN2728 Ointment, 5%",Psoriasis,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
"raw:an2728 topical ointment, 2%",mesh:D003876,"AN2728 Topical Ointment, 2%","Dermatitis, Atopic",3,"2 P3, 1 P2",Pfizer,PFE,3,0,,,0.005867014341590613,1534,9,2,0,,,0.005956320317670417,1511,9
raw:an2898 ointment vehicle,mesh:D003876,AN2898 ointment vehicle,"Dermatitis, Atopic",1,1 P2,Pfizer,PFE,1,0,,,0.0,46,0,0,0,,,,0,0
"raw:an2898 ointment, 1%",mesh:D003876,"AN2898 ointment, 1%","Dermatitis, Atopic",1,1 P2,Pfizer,PFE,1,0,,,0.0,46,0,0,0,,,,0,0
raw:an3365,mesh:D007239,AN3365,Infections,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:an3365,mesh:D016905,AN3365,Gram-Negative Bacterial Infections,1,1 P1,Pfizer,PFE,1,0,,,,0,0,0,0,,,,0,0
raw:androgel 1.62%,mesh:D007006,AndroGel 1.62%,Hypogonadism,1,1 P4,AbbVie,ABBV,1,0,,,0.032520325203252036,246,8,1,0,,,0.032520325203252036,246,8
raw:ant-1207,mesh:D006945,ANT-1207,Hyperhidrosis,1,1 P2,Allergan,ABBV,1,0,,,0.006896551724137931,145,1,0,0,,,,0,0
raw:anti il-12 monoclonal antibody/abt-874,mesh:D011565,Anti IL-12 monoclonal antibody/ABT-874,Psoriasis,1,1 P2,"AbbVie (prior sponsor, Abbott)",ABBV,1,0,,,,0,0,0,0,,,,0,0
raw:anti-beta interferon (pf-06823859),mesh:D003882,Anti-Beta Interferon (PF-06823859),Dermatomyositis,1,1 P2,Pfizer,PFE,1,0,,,0.125,48,6,0,0,,,,0,0
raw:anti-coagulation adherence module with the apple watch series 5 or later,mesh:D001281,Anti-Coagulation Adherence Module with the Apple Watch Series 5 or later,Atrial Fibrillation,1,1 ?,"Janssen Scientific Affairs, LLC",JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:anti-hbv nucleoside/nucleotide therapy,mesh:D006505,Anti-HBV nucleoside/nucleotide therapy,Hepatitis,1,1 ?,Gilead Sciences,GILD,1,0,,,,0,0,0,0,,,,0,0
raw:anti-hbv nucleoside/nucleotide therapy,mesh:D006509,Anti-HBV nucleoside/nucleotide therapy,Hepatitis B,1,1 ?,Gilead Sciences,GILD,1,0,,,,0,0,0,0,,,,0,0
raw:anti-ip-10 antibody,mesh:D003093,Anti-IP-10 Antibody,"Colitis, Ulcerative",6,6 P2,Bristol-Myers Squibb,BMY,6,0,,,,0,0,0,0,,,,0,0
raw:anti-myeloma treatment at physician discretion,mesh:D009101,Anti-myeloma treatment at physician discretion,Multiple Myeloma,1,1 ?,Celgene,BMY,1,0,,,,0,0,0,0,,,,0,0
raw:anti-ngf ab,mesh:D000072716,Anti-NGF AB,Cancer Pain,1,1 P2,Pfizer,PFE,1,0,,,0.5609756097560976,41,23,0,0,,,,0,0
raw:anti-ngf ab,mesh:D009369,Anti-NGF AB,Neoplasms,1,1 P2,Pfizer,PFE,1,0,,,0.5609756097560976,41,23,0,0,,,,0,0
raw:antibacterial bandage with 0.8% bzk,raw:healthy volunteers,Antibacterial Bandage with 0.8% BZK,Healthy Volunteers,1,1 ?,Johnson & Johnson Consumer Inc. (J&JCI),JNJ,1,0,,,0.0,35,0,0,0,,,,0,0
raw:antibiotic ointment,raw:wound healing,Antibiotic Ointment,Wound Healing,1,1 ?,Johnson & Johnson Consumer Inc. (J&JCI),JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:antipsychotic medications,mesh:D011618,antipsychotic medications,Psychotic Disorders,1,1 ?,"Janssen-Cilag, S.A.",JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:antipsychotic medications,mesh:D012008,antipsychotic medications,Recurrence,1,1 ?,"Janssen-Cilag, S.A.",JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:antipsychotic medications,mesh:D012559,antipsychotic medications,Schizophrenia,1,1 ?,"Janssen-Cilag, S.A.",JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:antiseptic wash,raw:wound healing,Antiseptic Wash,Wound Healing,1,1 ?,Johnson & Johnson Consumer Inc. (J&JCI),JNJ,1,0,,,,0,0,0,0,,,,0,0
raw:any fixed combination therapy,mesh:D005902,Any Fixed Combination Therapy,"Glaucoma, Open-Angle",1,1 ?,Allergan,ABBV,1,0,,,0.0009122006841505131,4385,4,0,0,,,,0,0
